STATE;STATENAME;ST_CASE;VE_TOTAL;VE_FORMS;PVH_INVL;PEDS;PERSONS;PERMVIT;PERNOTMVIT;COUNTY;COUNTYNAME;CITY;CITYNAME;DAY;DAYNAME;MONTH;MONTHNAME;YEAR;DAY_WEEK;DAY_WEEKNAME;HOUR;HOURNAME;MINUTE;MINUTENAME;NHS;NHSNAME;ROUTE;ROUTENAME;TWAY_ID;TWAY_ID2;RUR_URB;RUR_URBNAME;FUNC_SYS;FUNC_SYSNAME;RD_OWNER;RD_OWNERNAME;MILEPT;MILEPTNAME;LATITUDE;LATITUDENAME;LONGITUD;LONGITUDNAME;SP_JUR;SP_JURNAME;HARM_EV;HARM_EVNAME;MAN_COLL;MAN_COLLNAME;RELJCT1;RELJCT1NAME;RELJCT2;RELJCT2NAME;TYP_INT;TYP_INTNAME;WRK_ZONE;WRK_ZONENAME;REL_ROAD;REL_ROADNAME;LGT_COND;LGT_CONDNAME;WEATHER1;WEATHER1NAME;WEATHER2;WEATHER2NAME;WEATHER;WEATHERNAME;SCH_BUS;SCH_BUSNAME;RAIL;RAILNAME;NOT_HOUR;NOT_HOURNAME;NOT_MIN;NOT_MINNAME;ARR_HOUR;ARR_HOURNAME;ARR_MIN;ARR_MINNAME;HOSP_HR;HOSP_HRNAME;HOSP_MN;HOSP_MNNAME;CF1;CF1NAME;CF2;CF2NAME;CF3;CF3NAME;FATALS;DRUNK_DR
43;Puerto Rico;430001;1;1;0;1;1;1;1;72;PUERTO RICO (72);820;RIO GRANDE;3;3;1;January;2018;4;Wednesday;7;7:00am-7:59am;40;40;1;This section IS ON the NHS;1;Interstate;I-3;;1;Rural;1;Interstate;1;State Highway Agency;308;308;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;8;Pedestrian;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;7;7:00am-7:59am;40;40;7;7:00am-7:59am;45;45;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
43;Puerto Rico;430002;1;1;0;1;1;1;1;72;PUERTO RICO (72);360;DORADO;3;3;1;January;2018;4;Wednesday;21;9:00pm-9:59pm;20;20;0;This section IS NOT on the NHS;4;County Road;CR-2;;2;Urban;3;Principal Arterial - Other;2;County Highway Agency;248;248;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;8;Pedestrian;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;88;Not Applicable (Not Notified);88;Not Applicable (Not Notified);88;Not Applicable;88;Not Applicable;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
43;Puerto Rico;430003;2;2;0;0;3;3;0;72;PUERTO RICO (72);820;RIO GRANDE;3;3;1;January;2018;4;Wednesday;23;11:00pm-11:59pm;55;55;1;This section IS ON the NHS;4;County Road;CR-3;;2;Urban;3;Principal Arterial - Other;2;County Highway Agency;232;232;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;3;Dark - Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;23;11:00pm-11:59pm;55;55;12;12:00pm-12:59pm;5;5;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
43;Puerto Rico;430004;1;1;0;1;1;1;1;72;PUERTO RICO (72);930;SAN JUAN;5;5;1;January;2018;6;Friday;11;11:00am-11:59am;46;46;0;This section IS NOT on the NHS;4;County Road;CR-MONFORTE ST;;2;Urban;5;Major Collector;2;County Highway Agency;0;None;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;8;Pedestrian;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;88;Not Applicable (Not Notified);88;Not Applicable (Not Notified);88;Not Applicable;88;Not Applicable;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
43;Puerto Rico;430005;1;1;0;1;1;1;1;72;PUERTO RICO (72);30;AGUADILLA;5;5;1;January;2018;6;Friday;23;11:00pm-11:59pm;50;50;1;This section IS ON the NHS;1;Interstate;I-2;;1;Rural;1;Interstate;1;State Highway Agency;1195;1195;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;8;Pedestrian;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;88;Not Applicable (Not Notified);88;Not Applicable (Not Notified);88;Not Applicable;88;Not Applicable;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
43;Puerto Rico;430006;1;1;0;1;1;1;1;72;PUERTO RICO (72);750;PENUELAS, PENUELAS;6;6;1;January;2018;7;Saturday;18;6:00pm-6:59pm;45;45;0;This section IS NOT on the NHS;4;County Road;CR-132;;1;Rural;6;Minor Collector;2;County Highway Agency;89;89;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;8;Pedestrian;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;88;Not Applicable (Not Notified);88;Not Applicable (Not Notified);88;Not Applicable;88;Not Applicable;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
43;Puerto Rico;430007;2;2;0;0;2;2;0;72;PUERTO RICO (72);30;AGUADILLA;7;7;1;January;2018;1;Sunday;0;0:00am-0:59am;5;5;0;This section IS NOT on the NHS;4;County Road;CR-111;;1;Rural;4;Minor Arterial;2;County Highway Agency;20;20;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;8;Sideswipe - Opposite Direction;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;88;Not Applicable (Not Notified);88;Not Applicable (Not Notified);88;Not Applicable;88;Not Applicable;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
43;Puerto Rico;430008;1;1;0;1;1;1;1;72;PUERTO RICO (72);600;LOIZA, LOIZA;13;13;1;January;2018;7;Saturday;5;5:00am-5:59am;15;15;0;This section IS NOT on the NHS;4;County Road;CR-187;;1;Rural;4;Minor Arterial;2;County Highway Agency;234;234;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;8;Pedestrian;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;88;Not Applicable (Not Notified);88;Not Applicable (Not Notified);88;Not Applicable;88;Not Applicable;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
43;Puerto Rico;430009;1;1;0;1;1;1;1;72;PUERTO RICO (72);90;ARECIBO;17;17;1;January;2018;4;Wednesday;5;5:00am-5:59am;50;50;0;This section IS NOT on the NHS;4;County Road;CR-PALMA ST;INT PASEO DE DIEGO;2;Urban;5;Major Collector;2;County Highway Agency;0;None;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;8;Pedestrian;0;Not a Collision with Motor Vehicle In-Transport;1;Yes;2;Intersection;3;T-Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;2;Rain;0;No Additional Atmospheric Conditions;2;Rain;0;No;0;Not Applicable;6;6:00am-6:59am;0;0;6;6:00am-6:59am;10;10;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
43;Puerto Rico;430010;1;1;0;1;1;1;1;72;PUERTO RICO (72);430;GUAYAMA;19;19;1;January;2018;6;Friday;6;6:00am-6:59am;0;0;0;This section IS NOT on the NHS;4;County Road;CR-54;;1;Rural;3;Principal Arterial - Other;2;County Highway Agency;15;15;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;8;Pedestrian;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;88;Not Applicable (Not Notified);88;Not Applicable (Not Notified);88;Not Applicable;88;Not Applicable;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
43;Puerto Rico;430011;2;2;0;1;2;2;1;72;PUERTO RICO (72);460;GURABO;21;21;1;January;2018;1;Sunday;2;2:00am-2:59am;20;20;1;This section IS ON the NHS;4;County Road;CR-30;;1;Rural;3;Principal Arterial - Other;2;County Highway Agency;92;92;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;1;Front-to-Rear;0;No;1;Non-Junction;1;Not an Intersection;0;None;2;On Shoulder;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;98;Unknown if Notified;99;Unknown EMS Scene Arrival Hour;98;Unknown if Arrived;99;Unknown;98;Unknown if Transported;0;None;0;None;0;None;1;0
43;Puerto Rico;430012;1;1;0;0;2;2;0;72;PUERTO RICO (72);800;RINCON;21;21;1;January;2018;1;Sunday;2;2:00am-2:59am;14;14;0;This section IS NOT on the NHS;4;County Road;CR-115;;1;Rural;4;Minor Arterial;2;County Highway Agency;118;118;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;42;Tree (Standing Only);0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;4;On Roadside;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;98;Unknown if Notified;99;Unknown EMS Scene Arrival Hour;98;Unknown if Arrived;99;Unknown;98;Unknown if Transported;0;None;0;None;0;None;1;0
43;Puerto Rico;430013;2;2;0;0;3;3;0;72;PUERTO RICO (72);550;LAJAS;28;28;1;January;2018;1;Sunday;2;2:00am-2:59am;50;50;0;This section IS NOT on the NHS;4;County Road;CR-116;;1;Rural;3;Principal Arterial - Other;2;County Highway Agency;100;100;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;2;Front-to-Front;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;98;Unknown if Notified;99;Unknown EMS Scene Arrival Hour;98;Unknown if Arrived;99;Unknown;98;Unknown if Transported;0;None;0;None;0;None;1;0
43;Puerto Rico;430014;1;1;0;1;1;1;1;72;PUERTO RICO (72);450;GUAYNABO;30;30;1;January;2018;3;Tuesday;19;7:00pm-7:59pm;30;30;1;This section IS ON the NHS;4;County Road;CR-20;;2;Urban;2;Principal Arterial - Other Freeways and Expressways;2;County Highway Agency;14;14;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;8;Pedestrian;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;88;Not Applicable (Not Notified);88;Not Applicable (Not Notified);88;Not Applicable;88;Not Applicable;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
43;Puerto Rico;430015;2;2;0;0;2;2;0;72;PUERTO RICO (72);930;SAN JUAN;31;31;1;January;2018;4;Wednesday;14;2:00pm-2:59pm;24;24;0;This section IS NOT on the NHS;4;County Road;CR-CHARDON ST;;2;Urban;5;Major Collector;2;County Highway Agency;0;None;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;14;2:00pm-2:59pm;24;24;14;2:00pm-2:59pm;30;30;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;1
43;Puerto Rico;430016;1;1;0;0;1;1;0;72;PUERTO RICO (72);740;PATILLAS;4;4;2;February;2018;1;Sunday;11;11:00am-11:59am;50;50;0;This section IS NOT on the NHS;4;County Road;CR-3;;1;Rural;3;Principal Arterial - Other;2;County Highway Agency;1191;1191;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;43;Other Fixed Object;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;6;Off Roadway-Location Unknown;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;88;Not Applicable (Not Notified);88;Not Applicable (Not Notified);88;Not Applicable;88;Not Applicable;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;1
43;Puerto Rico;430017;1;1;0;0;1;1;0;72;PUERTO RICO (72);930;SAN JUAN;10;10;1;January;2018;4;Wednesday;20;8:00pm-8:59pm;36;36;0;This section IS NOT on the NHS;4;County Road;CR-NEMESIO CANALES ST;;2;Urban;7;Local;2;County Highway Agency;0;None;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;39;Wall;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;5;Outside Trafficway;3;Dark - Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;88;Not Applicable (Not Notified);88;Not Applicable (Not Notified);88;Not Applicable;88;Not Applicable;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
43;Puerto Rico;430018;1;1;0;0;3;3;0;72;PUERTO RICO (72);530;JUANA DIAZ;20;20;1;January;2018;7;Saturday;9;9:00am-9:59am;15;15;0;This section IS NOT on the NHS;4;County Road;CR-5522;;1;Rural;7;Local;2;County Highway Agency;0;None;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;35;Embankment;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;4;On Roadside;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;98;Unknown if Notified;99;Unknown EMS Scene Arrival Hour;98;Unknown if Arrived;99;Unknown;98;Unknown if Transported;0;None;0;None;0;None;1;0
43;Puerto Rico;430019;1;1;0;1;1;1;1;72;PUERTO RICO (72);930;SAN JUAN;2;2;2;February;2018;6;Friday;20;8:00pm-8:59pm;10;10;1;This section IS ON the NHS;4;County Road;CR-1;;2;Urban;3;Principal Arterial - Other;2;County Highway Agency;185;185;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;8;Pedestrian;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;2;Rain;0;No Additional Atmospheric Conditions;2;Rain;0;No;0;Not Applicable;88;Not Applicable (Not Notified);88;Not Applicable (Not Notified);88;Not Applicable;88;Not Applicable;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;1
43;Puerto Rico;430020;1;1;0;1;1;1;1;72;PUERTO RICO (72);930;SAN JUAN;3;3;2;February;2018;7;Saturday;20;8:00pm-8:59pm;0;0;1;This section IS ON the NHS;4;County Road;CR-1;;2;Urban;3;Principal Arterial - Other;2;County Highway Agency;205;205;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;8;Pedestrian;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;88;Not Applicable (Not Notified);88;Not Applicable (Not Notified);88;Not Applicable;88;Not Applicable;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
43;Puerto Rico;430021;1;1;0;0;1;1;0;72;PUERTO RICO (72);120;BARCELONETA;8;8;2;February;2018;5;Thursday;20;8:00pm-8:59pm;8;8;0;This section IS NOT on the NHS;4;County Road;CR-140;;1;Rural;4;Minor Arterial;2;County Highway Agency;593;593;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;30;Utility Pole/Light Support;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;4;On Roadside;2;Dark - Not Lighted;2;Rain;0;No Additional Atmospheric Conditions;2;Rain;0;No;0;Not Applicable;88;Not Applicable (Not Notified);88;Not Applicable (Not Notified);88;Not Applicable;88;Not Applicable;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;1
43;Puerto Rico;430022;1;1;0;1;0;0;1;72;PUERTO RICO (72);760;PONCE;9;9;2;February;2018;6;Friday;6;6:00am-6:59am;35;35;0;This section IS NOT on the NHS;4;County Road;CR-FERROCARRIL ST;;1;Rural;6;Minor Collector;2;County Highway Agency;0;None;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;8;Pedestrian;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;98;Unknown if Notified;99;Unknown EMS Scene Arrival Hour;98;Unknown if Arrived;99;Unknown;98;Unknown if Transported;0;None;0;None;0;None;1;0
43;Puerto Rico;430023;5;5;0;0;5;5;0;72;PUERTO RICO (72);950;SN SEBASTIAN, SN SEBAST;9;9;2;February;2018;6;Friday;11;11:00am-11:59am;25;25;0;This section IS NOT on the NHS;4;County Road;CR-111;;1;Rural;3;Principal Arterial - Other;2;County Highway Agency;167;167;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;98;Unknown if Notified;99;Unknown EMS Scene Arrival Hour;98;Unknown if Arrived;99;Unknown;98;Unknown if Transported;0;None;0;None;0;None;1;0
43;Puerto Rico;430024;1;1;0;1;1;1;1;72;PUERTO RICO (72);820;RIO GRANDE;9;9;2;February;2018;6;Friday;18;6:00pm-6:59pm;55;55;1;This section IS ON the NHS;1;Interstate;I-3;;1;Rural;1;Interstate;1;State Highway Agency;314;314;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;8;Pedestrian;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;3;Dark - Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;88;Not Applicable (Not Notified);88;Not Applicable (Not Notified);88;Not Applicable;88;Not Applicable;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
43;Puerto Rico;430025;1;1;0;1;1;1;1;72;PUERTO RICO (72);640;MAUNABO;9;9;2;February;2018;6;Friday;14;2:00pm-2:59pm;0;0;1;This section IS ON the NHS;1;Interstate;I-53;;1;Rural;1;Interstate;1;State Highway Agency;512;512;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;9;Pedalcyclist;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;88;Not Applicable (Not Notified);88;Not Applicable (Not Notified);88;Not Applicable;88;Not Applicable;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
43;Puerto Rico;430026;4;4;0;0;9;9;0;72;PUERTO RICO (72);1060;YAUCO;9;9;2;February;2018;6;Friday;10;10:00am-10:59am;15;15;0;This section IS NOT on the NHS;4;County Road;CR-2;INT SALIDA 200;2;Urban;3;Principal Arterial - Other;2;County Highway Agency;0;None;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;1;Front-to-Rear;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;98;Unknown if Notified;99;Unknown EMS Scene Arrival Hour;98;Unknown if Arrived;99;Unknown;98;Unknown if Transported;0;None;0;None;0;None;1;0
43;Puerto Rico;430027;1;1;0;1;1;1;1;72;PUERTO RICO (72);40;AGUAS BUENAS;10;10;2;February;2018;7;Saturday;22;10:00pm-10:59pm;11;11;0;This section IS NOT on the NHS;4;County Road;CR-156;;1;Rural;3;Principal Arterial - Other;2;County Highway Agency;523;523;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;9;Pedalcyclist;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;88;Not Applicable (Not Notified);88;Not Applicable (Not Notified);88;Not Applicable;88;Not Applicable;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
43;Puerto Rico;430028;1;1;0;0;2;2;0;72;PUERTO RICO (72);420;GUANICA;11;11;2;February;2018;1;Sunday;1;1:00am-1:59am;40;40;0;This section IS NOT on the NHS;4;County Road;CR-116;;1;Rural;2;Principal Arterial - Other Freeways and Expressways;2;County Highway Agency;225;225;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;25;Concrete Traffic Barrier;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;3;On Median;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;88;Not Applicable (Not Notified);88;Not Applicable (Not Notified);88;Not Applicable;88;Not Applicable;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;2;1
43;Puerto Rico;430029;2;2;0;0;3;3;0;72;PUERTO RICO (72);960;SANTA ISABEL;14;14;2;February;2018;4;Wednesday;14;2:00pm-2:59pm;1;1;0;This section IS NOT on the NHS;4;County Road;CR-1;;1;Rural;5;Major Collector;2;County Highway Agency;1061;1061;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;88;Not Applicable (Not Notified);88;Not Applicable (Not Notified);88;Not Applicable;88;Not Applicable;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
43;Puerto Rico;430030;2;2;0;0;2;2;0;72;PUERTO RICO (72);470;HATILLO;27;27;2;February;2018;3;Tuesday;1;1:00am-1:59am;45;45;1;This section IS ON the NHS;1;Interstate;I-2;;2;Urban;1;Interstate;1;State Highway Agency;877;877;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;2;Rain;0;No Additional Atmospheric Conditions;2;Rain;0;No;0;Not Applicable;99;Unknown;98;Unknown if Notified;99;Unknown EMS Scene Arrival Hour;98;Unknown if Arrived;99;Unknown;98;Unknown if Transported;0;None;0;None;0;None;1;0
43;Puerto Rico;430031;1;1;0;1;1;1;1;72;PUERTO RICO (72);930;SAN JUAN;11;11;3;March;2018;1;Sunday;22;10:00pm-10:59pm;50;50;1;This section IS ON the NHS;4;County Road;CR-3;;2;Urban;3;Principal Arterial - Other;2;County Highway Agency;42;42;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;8;Pedestrian;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;88;Not Applicable (Not Notified);88;Not Applicable (Not Notified);88;Not Applicable;88;Not Applicable;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
43;Puerto Rico;430032;2;2;0;2;2;2;2;72;PUERTO RICO (72);760;PONCE;19;19;3;March;2018;2;Monday;15;3:00pm-3:59pm;0;0;1;This section IS ON the NHS;1;Interstate;I-2;;2;Urban;1;Interstate;1;State Highway Agency;2233;2233;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;1;Front-to-Rear;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;98;Unknown if Notified;99;Unknown EMS Scene Arrival Hour;98;Unknown if Arrived;99;Unknown;98;Unknown if Transported;0;None;0;None;0;None;2;0
43;Puerto Rico;430033;1;1;0;1;1;1;1;72;PUERTO RICO (72);930;SAN JUAN;1;1;4;April;2018;1;Sunday;5;5:00am-5:59am;0;0;0;This section IS NOT on the NHS;4;County Road;CR-BARBOSA AVE;INT JOSE DE DIEGO ST;2;Urban;4;Minor Arterial;2;County Highway Agency;0;None;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;8;Pedestrian;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;2;Rain;0;No Additional Atmospheric Conditions;2;Rain;0;No;0;Not Applicable;88;Not Applicable (Not Notified);88;Not Applicable (Not Notified);88;Not Applicable;88;Not Applicable;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
43;Puerto Rico;430034;1;1;0;0;1;1;0;72;PUERTO RICO (72);530;JUANA DIAZ;3;3;4;April;2018;3;Tuesday;15;3:00pm-3:59pm;55;55;0;This section IS NOT on the NHS;4;County Road;CR-14;;1;Rural;4;Minor Arterial;2;County Highway Agency;181;181;888.888;Not Available;8.888.888;Not Available;0;No Special Jurisdiction;38;Fence;0;Not a Collision with Motor Vehicle In-Transport;0;No;1;Non-Junction;1;Not an Intersection;0;None;4;On Roadside;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;88;Not Applicable (Not Notified);88;Not Applicable (Not Notified);88;Not Applicable;88;Not Applicable;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
